iter	Logloss
339	0.3951556702
340	0.3950175883
341	0.3949010111
342	0.3947619985
343	0.3946722463
344	0.3945943502
345	0.3944835917
346	0.3944330241
347	0.3943282013
348	0.394188797
349	0.3940606486
350	0.3939432678
351	0.3938105723
352	0.3937169088
353	0.3936433156
354	0.3935441895
355	0.3934586589
356	0.393359197
357	0.3933137868
358	0.3931858877
359	0.3930783081
360	0.3929487254
361	0.39278803
362	0.3926724854
363	0.3925718028
364	0.3924643402
365	0.392354365
366	0.3922643229
367	0.3922215932
368	0.3921344096
369	0.3920075022
370	0.3918760732
371	0.3917501831
372	0.3916879374
373	0.3915690155
374	0.3914563293
375	0.3913706665
376	0.3912862854
377	0.3912083893
378	0.3911747182
379	0.3910996602
380	0.390927592
381	0.3908445333
382	0.3907704875
383	0.3906770325
384	0.3905683034
385	0.3904883575
386	0.390438619
387	0.3903555247
388	0.3902569784
389	0.3901601257
390	0.3900603994
391	0.3899184774
392	0.3898213399
393	0.3897366892
394	0.3896781769
395	0.3895394999
396	0.3894711304
397	0.3894036407
398	0.3893574422
399	0.3893213857
400	0.3892207642
401	0.3891256866
402	0.3890456441
403	0.388876653
404	0.3888246663
405	0.3886786397
406	0.3885302175
407	0.3884218597
408	0.388277298
409	0.3881940918
410	0.388140976
411	0.3879945984
412	0.3879420573
413	0.3878378194
414	0.3877732493
415	0.3877135366
416	0.3876934255
417	0.3876142069
418	0.3874912313
419	0.3874266103
420	0.3873067067
421	0.3872581329
422	0.3871686401
423	0.3870307465
424	0.3869102325
425	0.3868006948
426	0.3867418569
427	0.3865789032
428	0.3864984182
429	0.3863623708
430	0.3863038534
431	0.3862530263
432	0.3861684214
433	0.3860735168
434	0.3859616445
435	0.3858247579
436	0.3857478536
437	0.3856375529
438	0.3855485382
439	0.3854208527
440	0.3853304342
441	0.3852198385
442	0.385112676
443	0.3849951528
444	0.384908666
445	0.3847617849
446	0.3846790619
447	0.3846048635
448	0.3844846141
449	0.3843620351
450	0.3842170054
451	0.3841127879
452	0.3840168915
453	0.3839515991
454	0.3838539734
455	0.3837574615
456	0.3836678314
457	0.3835868683
458	0.3835037893
459	0.383431015
460	0.383373998
461	0.3833262177
462	0.3832240448
463	0.3831569468
464	0.3830341848
465	0.3829673309
466	0.3828593496
467	0.3827860006
468	0.382715627
469	0.3825857137
470	0.3824692891
471	0.3823844706
472	0.382256546
473	0.3821331991
474	0.3820629171
475	0.3819742635
476	0.381868988
477	0.3817674408
478	0.3816593374
479	0.3815909729
480	0.3815258942
481	0.3813975372
482	0.3813152161
483	0.3811837667
484	0.3811101125
485	0.3810267385
486	0.3809443003
487	0.3808389333
488	0.3807892456
489	0.3807197011
490	0.3805957743
491	0.3804869232
492	0.3804216665
493	0.3803026784
494	0.3802289276
495	0.3801312764
496	0.3800545553
497	0.3799486847
498	0.3798478495
499	0.3797604624
500	0.3796951497
501	0.3795723979
502	0.3794847768
503	0.3793786926
504	0.3793094126
505	0.3791939138
506	0.3791383311
507	0.379046814
508	0.3789743296
509	0.3788703613
510	0.3787905375
511	0.3787097066
512	0.3785827281
513	0.3784919179
514	0.3784069875
515	0.3783423767
516	0.378259201
517	0.3781439565
518	0.3780723012
519	0.3780124308
520	0.3779211477
521	0.3778628133
522	0.3778267822
523	0.3777783915
524	0.3776871389
525	0.3776257324
526	0.377581309
527	0.3775161184
528	0.3774731852
529	0.3773560994
530	0.3772824504
531	0.377206487
532	0.3771256256
533	0.3770268351
534	0.3769418233
535	0.3768731181
536	0.3767466634
537	0.3766529083
538	0.3765390371
539	0.3764465027
540	0.3763972626
541	0.3763128866
542	0.3762529246
543	0.3761358541
544	0.3761003571
545	0.3760432739
546	0.3759967499
547	0.3759009857
548	0.375864507
549	0.3757725779
550	0.3756766154
551	0.3755492961
552	0.3754947662
553	0.3754587301
554	0.3753637797
555	0.3752987213
556	0.3752095998
557	0.3751678365
558	0.375072403
559	0.3750133464
560	0.3749085083
561	0.3748227183
562	0.3747493083
563	0.3746414388
564	0.3745555725
565	0.3744967194
566	0.374374471
567	0.3742774455
568	0.3742485911
569	0.3741882273
570	0.374125234
571	0.3739973907
572	0.3739602559
573	0.3738710734
574	0.3737763112
575	0.3737175344
576	0.373639033
577	0.3735676219
578	0.3734682465
579	0.3733911591
580	0.3733263957
581	0.3732560374
582	0.3731897532
583	0.373148524
584	0.3730258738
585	0.3729414571
586	0.372857137
587	0.3727680054
588	0.3727106832
589	0.3726512502
590	0.3725740611
591	0.372475235
592	0.3723727519
593	0.372274353
594	0.3722083079
595	0.3721603495
596	0.3720749766
597	0.3720141195
598	0.3719285431
599	0.3718684133
600	0.3718171743
601	0.3717440999
602	0.3716297658
603	0.3715507914
604	0.3714843699
605	0.3714258779
606	0.3713295186
607	0.3712633921
608	0.3711825816
609	0.3711097463
610	0.371039271
611	0.3709749603
612	0.3709462026
613	0.3709182485
614	0.3708532715
615	0.3707839559
616	0.3706995494
617	0.370576884
618	0.3705083923
619	0.3704513041
620	0.3703586528
621	0.3702974904
622	0.3702062785
623	0.3701451518
624	0.3700105337
625	0.3699455617
626	0.369841629
627	0.369702891
628	0.3696053009
629	0.3695099792
630	0.3694338328
631	0.3693672841
632	0.3692940369
633	0.3691993357
634	0.3691412303
635	0.369085556
636	0.3689856618
637	0.3689123637
638	0.3688469391
639	0.3687519989
640	0.368671758
641	0.3685827281
642	0.3684975332
643	0.3684614563
644	0.3683553772
645	0.3682744293
646	0.3681748708
647	0.3680717672
648	0.3679999593
649	0.3679208069
650	0.3678783569
651	0.3678009796
652	0.3677179159
653	0.3676151072
654	0.3675329946
655	0.3674637705
656	0.3673707581
657	0.3673089956
658	0.367244868
659	0.3671661886
660	0.3670724894
661	0.3669492798
662	0.3668804779
663	0.3668255819
664	0.3667629598
665	0.3666771851
666	0.3666107941
667	0.3665431468
668	0.3664532471
669	0.366368454
670	0.3662721965
671	0.3662099762
672	0.3661268717
673	0.366052887
674	0.3659925537
675	0.3659213053
676	0.3658320719
677	0.3657545827
678	0.3656823934
679	0.3656138306
680	0.3655263418
681	0.3654770966
682	0.3654220225
683	0.3653213755
684	0.3652481028
685	0.3651871948
686	0.3650765788
687	0.365031723
688	0.3649620972
689	0.3649105886
690	0.3648441518
691	0.364767924
692	0.3647072245
693	0.3646089528
694	0.3645530039
695	0.3644954122
696	0.3644445852
697	0.3644015045
698	0.3643271484
699	0.3642781067
700	0.3642303823
701	0.3641384633
702	0.3640612488
703	0.3640182699
704	0.3639482981
705	0.3639223582
706	0.3638535207
707	0.3637881673
708	0.3637133942
709	0.3636166331
710	0.3635639699
711	0.3634719086
712	0.3634251302
713	0.3633531952
714	0.3632997538
715	0.3631997172
716	0.3631192017
717	0.363012736
718	0.3629233653
719	0.3628450368
720	0.362746521
721	0.3626888529
722	0.3626059316
723	0.3625411936
724	0.3624699402
725	0.362367569
726	0.3622710012
727	0.3622262421
728	0.3621241252
729	0.3620237223
730	0.3619766541
731	0.3619246979
732	0.3618749186
733	0.3617502594
734	0.3617160899
735	0.3616540782
736	0.361543045
737	0.361500885
738	0.3614051768
739	0.3613431193
740	0.3612755992
741	0.3612219187
742	0.3611337636
743	0.3610748749
744	0.3609854329
745	0.3608968709
746	0.3608246155
747	0.3607616628
748	0.3606585693
749	0.360600886
750	0.3605793355
751	0.3605250397
752	0.36045342
753	0.3603986206
754	0.3603382009
755	0.3602716471
756	0.3601972758
757	0.3601190491
758	0.3600427958
759	0.3600016683
760	0.3599308726
761	0.3598964081
762	0.3598744151
763	0.3597983958
764	0.3597380422
765	0.3596757355
766	0.3596433512
767	0.3595300039
768	0.3594575246
769	0.3594099426
770	0.3593371938
771	0.3592472076
772	0.3591257985
773	0.3590515137
774	0.3589924723
775	0.3589267832
776	0.3588702342
777	0.358823878
778	0.3587922363
779	0.3587288615
780	0.3587019857
781	0.3586261393
782	0.3585468241
783	0.3584659526
784	0.3583813324
785	0.3583270467
786	0.3582510122
787	0.3581749725
788	0.3581348623
789	0.3581033478
790	0.3580243937
791	0.3579933675
792	0.3579795787
793	0.3579418488
794	0.3578951823
795	0.3578512014
796	0.3577966054
797	0.3577499084
798	0.3576803182
799	0.3575914815
800	0.357584142
801	0.3574756877
802	0.3573656413
803	0.3572883759
804	0.3571493429
805	0.3570729065
806	0.3569970398
807	0.3569350993
808	0.3568600413
809	0.3568155721
810	0.3567709808
811	0.3567000326
812	0.3566020101
813	0.3565389048
814	0.3564921672
815	0.3564053141
816	0.3562692617
817	0.3562021484
818	0.3561336517
819	0.356044576
820	0.3559665833
821	0.3558993378
822	0.3558195343
823	0.3557648773
824	0.3556885071
825	0.355605779
826	0.3555472921
827	0.3554787852
828	0.3553934123
829	0.3553220011
830	0.3552414551
831	0.3551865031
832	0.3551013387
833	0.3550243327
834	0.3549539846
835	0.3548547821
836	0.3547642263
837	0.3547057037
838	0.3546429647
839	0.3545441284
840	0.3544703115
841	0.354434845
842	0.3543504842
843	0.3543060862
844	0.3541983439
845	0.3541176402
846	0.3540526225
847	0.3539828084
848	0.3539390004
849	0.3538753459
850	0.3537717539
851	0.3536777649
852	0.3536001027
853	0.3535144246
854	0.3534498037
855	0.3533743795
856	0.3532563019
857	0.3531702983
858	0.3530924937
859	0.3530425517
860	0.352995458
861	0.3529587351
862	0.352872289
863	0.3528022207
864	0.352752238
865	0.3526931915
866	0.3525831197
867	0.3525205688
868	0.3524296977
869	0.3524010162
870	0.3523442739
871	0.3522644806
872	0.3521873983
873	0.3520872294
874	0.3520182292
875	0.3520157166
876	0.3519512177
877	0.3519045563
878	0.3518400269
879	0.35178007
880	0.3517349091
881	0.3516523946
882	0.3515927734
883	0.3514868317
884	0.3514190572
885	0.3513773651
886	0.3513226318
887	0.3512709351
888	0.351225886
889	0.3511873525
890	0.3511053111
891	0.3510742849
892	0.350986969
893	0.3509359741
894	0.350888031
895	0.3508000285
896	0.3507041982
897	0.3506111348
898	0.3505556081
899	0.3504510295
900	0.350386795
901	0.3503528239
902	0.3502852071
903	0.3502339172
904	0.3501669668
905	0.3501359049
906	0.3500972239
907	0.3500360565
908	0.3499729309
909	0.3499148661
910	0.3498252157
911	0.3497727356
912	0.3497131907
913	0.3496519368
914	0.3495848745
915	0.3495322723
916	0.3493964844
917	0.3493227234
918	0.349267512
919	0.3491751658
920	0.3491184438
921	0.3490193787
922	0.3489427185
923	0.3488540955
924	0.3487965851
925	0.3486982015
926	0.3485949402
927	0.3485205638
928	0.3484633331
929	0.3483974355
930	0.3483166809
931	0.3482480672
932	0.34820224
933	0.3481133626
934	0.3480527344
935	0.3480158234
936	0.3479523061
937	0.3479068553
938	0.3478319982
939	0.3477471517
940	0.3476734009
941	0.3476265564
942	0.3475272115
943	0.347430275
944	0.3473665263
945	0.3472987289
946	0.3471706797
947	0.3471420898
948	0.3471004791
949	0.3470693512
950	0.3470180689
951	0.3469508514
952	0.3469122009
953	0.3468290838
954	0.3467676748
955	0.3467066065
956	0.346604332
957	0.346523262
958	0.3464359919
959	0.3463345998
960	0.3462511953
961	0.3461926219
962	0.3460992203
963	0.3460738093
964	0.3459818573
965	0.345896581
966	0.3458358434
967	0.3458062032
968	0.3457375209
969	0.3456519038
970	0.3455643463
971	0.3454865646
972	0.3453918686
973	0.345318128
974	0.3452528229
975	0.3451771062
976	0.3450691783
977	0.3450069122
978	0.3449349899
979	0.3448893305
980	0.3448099391
981	0.3447506638
982	0.3446678899
983	0.3446177648
984	0.3445514679
985	0.3444635468
986	0.3444031779
987	0.3443674037
988	0.3443314056
989	0.3442680511
990	0.3441725006
991	0.3440624771
992	0.3439745509
993	0.3439334056
994	0.3438701909
995	0.343833341
996	0.3437558517
997	0.3436889547
998	0.3436511841
999	0.3435861715
